1.78230648,0.0,0.0,0.02262565,0.0,0.0,0.0,0.0,0.2394132,0.61680996,0.0,0.0636264,0.00053502,0.0,0.11104657,0.23769672,0.29685994,0.0,1.6336927,0.00172575,0.0,0.13387432,0.00053502,0.02000155,0.00053502,0.18858247
1.75977591,0.0,0.0,0.02233963,0.0,0.0,0.0,0.0,0.23638672,0.60901271,0.0,0.06282209,0.00052826,0.0,0.1096428,0.23469194,0.29310727,0.0,1.61304079,0.00170393,0.0,0.13218198,0.00052826,0.01974871,0.00052826,0.18619856
1.7461015,0.0,0.0,0.02216604,0.0,0.0,0.0,0.0,0.23454986,0.60428036,0.0,0.06233392,0.00052416,0.0,0.10879082,0.23286826,0.29082966,0.0,1.60050659,0.00169069,0.0,0.13115486,0.00052416,0.01959525,0.00052416,0.18475169
1.74151722,0.0,0.0,0.02210785,0.0,0.0,0.0,0.0,0.23393407,0.60269385,0.0,0.06217027,0.00052278,0.0,0.10850519,0.23225687,0.29006611,0.0,1.59630456,0.00168625,0.0,0.13081052,0.00052278,0.0195438,0.00052278,0.18426664
1.7461015,0.0,0.0,0.02216604,0.0,0.0,0.0,0.0,0.23454986,0.60428036,0.0,0.06233392,0.00052416,0.0,0.10879082,0.23286826,0.29082966,0.0,1.60050659,0.00169069,0.0,0.13115486,0.00052416,0.01959525,0.00052416,0.18475169
1.75977591,0.0,0.0,0.02233963,0.0,0.0,0.0,0.0,0.23638672,0.60901271,0.0,0.06282209,0.00052826,0.0,0.1096428,0.23469194,0.29310727,0.0,1.61304079,0.00170393,0.0,0.13218198,0.00052826,0.01974871,0.00052826,0.18619856
1.78230648,0.0,0.0,0.02262565,0.0,0.0,0.0,0.0,0.2394132,0.61680996,0.0,0.0636264,0.00053502,0.0,0.11104657,0.23769672,0.29685994,0.0,1.6336927,0.00172575,0.0,0.13387432,0.00053502,0.02000155,0.00053502,0.18858247
1.8133077,0.0,0.0,0.0230192,0.0,0.0,0.0,0.0,0.24357752,0.62753867,0.0,0.06473311,0.00054433,0.0,0.1129781,0.24183119,0.30202349,0.0,1.66210894,0.00175577,0.0,0.13620291,0.00054433,0.02034946,0.00054433,0.19186265
1.85224913,0.0,0.0,0.02351354,0.0,0.0,0.0,0.0,0.24880844,0.64101529,0.0,0.06612328,0.00055602,0.0,0.11540434,0.2470246,0.30850955,0.0,1.69780333,0.00179347,0.0,0.13912792,0.00055602,0.02078647,0.00055602,0.19598297
1.89846448,0.0,0.0,0.02410023,0.0,0.0,0.0,0.0,0.25501644,0.65700922,0.0,0.06777312,0.00056989,0.0,0.11828379,0.25318809,0.31620715,0.0,1.7401651,0.00183822,0.0,0.14259929,0.00056989,0.02130511,0.00056989,0.20087293
1.95116297,0.0,0.0,0.02476921,0.0,0.0,0.0,0.0,0.26209531,0.6752468,0.0,0.06965439,0.00058571,0.0,0.12156717,0.26021621,0.32498459,0.0,1.78846945,0.00188925,0.0,0.14655763,0.00058571,0.02189651,0.00058571,0.20644886
2.00944294,0.0,0.0,0.02550905,0.0,0.0,0.0,0.0,0.26992392,0.69541599,0.0,0.07173493,0.00060321,0.0,0.1251983,0.2679887,0.33469166,0.0,1.84188987,0.00194568,0.0,0.15093521,0.00060321,0.02255054,0.00060321,0.21261535
2.0723072,0.0,0.0,0.02630709,0.0,0.0,0.0,0.0,0.27836834,0.71717167,0.0,0.07397911,0.00062208,0.0,0.12911506,0.27637257,0.3451623,0.0,1.89951233,0.00200655,0.0,0.15565713,0.00062208,0.02325602,0.00062208,0.2192669
2.13868011,0.0,0.0,0.02714967,0.0,0.0,0.0,0.0,0.28728406,0.74014161,0.0,0.07634855,0.000642,0.0,0.13325042,0.28522437,0.35621733,0.0,1.96035088,0.00207081,0.0,0.1606426,0.000642,0.02400088,0.000642,0.22628969
2.20742602,0.0,0.0,0.02802237,0.0,0.0,0.0,0.0,0.29651854,0.76393278,0.0,0.07880271,0.00066264,0.0,0.13753363,0.29439265,0.36766761,0.0,2.02336456,0.00213738,0.0,0.16580631,0.00066264,0.02477237,0.00066264,0.23356357
2.27736867,0.0,0.0,0.02891026,0.0,0.0,0.0,0.0,0.30591378,0.78813812,0.0,0.08129958,0.00068364,0.0,0.14189141,0.30372053,0.37931722,0.0,2.08747519,0.0022051,0.0,0.17105991,0.00068364,0.02555728,0.00068364,0.24096407
